start date	wheel	(isotope)							version	test_pulses_gen_per_cycle
5/12/24	TW3546	14C	0	0	0	N	N	N	2.04	2	0	0	0	0	0	0	0

timestamp	run	(block)	position	TP#	(stnd)	14Ccnts	(cnts)	Tdetect	BeacGen	BeacROI	LTF	(%DT)	13Ccurr	(13Ccurr_stdev)	(13Ctime)	12Ccurr	(12Ctime)	12CLEcurr	(12CLEtime)	(CathCurr)	(MPAtime)	(MPAcnts)	(MPAtime)	(MPAcnts)	(MPAtime)	(MPAcnts)
16:31:50	85	0	5	89570	0	28022	0	180	3600	3594	0.99826	0	915.2	0	0	82280	0	48.861	0	0	0	0	0	0	0	0
16:49:20	90	0	10	89596	0	35243	0	180	3600	3595	0.99786	0	1137.16	0	0	101996	0	60.528	0	0	0	0	0	0	0	0
17:06:50	95	0	15	89583	0	26920	0	180	3600	3596	0.99832	0	880.72	0	0	79196	0	47.062	0	0	0	0	0	0	0	0
17:24:20	100	0	20	89608	0	33176	0	180	3600	3594	0.99797	0	1081.96	0	0	97024	0	57.611	0	0	0	0	0	0	0	0
17:41:50	105	0	25	89585	0	33544	0	180	3600	3589	0.99795	0	1088.08	0	0	97456	0	58.077	0	0	0	0	0	0	0	0
17:59:20	110	0	30	89522	0	37297	0	180	3600	3594	0.99775	0	1215.12	0	0	108600	0	64.771	0	0	0	0	0	0	0	0
18:16:50	115	0	35	89584	0	22754	0	180	3600	3592	0.99855	0	739.88	0	0	66688	0	39.511	0	0	0	0	0	0	0	0
18:34:20	120	0	0	89586	0	28268	0	180	3600	3595	0.99824	0	921.16	0	0	82916	0	49.297	0	0	0	0	0	0	0	0
18:51:50	125	0	5	89570	0	25796	0	180	3600	3592	0.99838	0	847.4	0	0	76296	0	45.619	0	0	0	0	0	0	0	0
19:09:20	130	0	10	89596	0	32362	0	180	3600	3586	0.99802	0	1054.72	0	0	94552	0	56.623	0	0	0	0	0	0	0	0
19:26:50	135	0	15	89583	0	25125	0	180	3600	3596	0.99842	0	820.08	0	0	73716	0	44.18	0	0	0	0	0	0	0	0
19:44:20	140	0	20	89608	0	31798	0	180	3600	3587	0.99805	0	1038.84	0	0	93164	0	55.864	0	0	0	0	0	0	0	0
20:01:50	145	0	25	89585	0	32514	0	180	3600	3587	0.99801	0	1063.52	0	0	95328	0	57.353	0	0	0	0	0	0	0	0
20:19:20	150	0	30	89522	0	36518	0	180	3600	3589	0.99779	0	1195	0	0	106684	0	64.361	0	0	0	0	0	0	0	0
20:36:54	155	0	35	89584	0	21917	0	180	3600	3591	0.99859	0	719.24	0	0	64836	0	38.811	0	0	0	0	0	0	0	0
20:54:25	160	0	0	89586	0	27516	0	180	3600	3593	0.99828	0	900.44	0	0	80984	0	48.719	0	0	0	0	0	0	0	0
21:11:57	165	0	5	89570	0	25647	0	180	3600	3589	0.99839	0	835.04	0	0	75200	0	45.378	0	0	0	0	0	0	0	0
21:29:30	170	0	10	89596	0	32769	0	180	3600	3590	0.998	0	1075.68	0	0	96340	0	58.244	0	0	0	0	0	0	0	0
21:47:00	175	0	15	89583	0	25867	0	180	3600	3593	0.99838	0	848.52	0	0	76276	0	46.099	0	0	0	0	0	0	0	0
22:04:30	180	0	20	89608	0	32855	0	180	3600	3590	0.99799	0	1071.76	0	0	96008	0	57.984	0	0	0	0	0	0	0	0
22:22:00	185	0	25	89585	0	34693	0	180	3600	3591	0.99789	0	1135.48	0	0	101664	0	61.492	0	0	0	0	0	0	0	0
22:39:30	190	0	30	89522	0	36848	0	180	3600	3591	0.99777	0	1208.64	0	0	107964	0	65.357	0	0	0	0	0	0	0	0
22:57:00	195	0	35	89584	0	22412	0	180	3600	3595	0.99857	0	730.12	0	0	65788	0	39.482	0	0	0	0	0	0	0	0
23:14:30	200	0	0	89586	0	27988	0	180	3600	3595	0.99826	0	912.64	0	0	82060	0	49.443	0	0	0	0	0	0	0	0
23:32:00	205	0	5	89570	0	25042	0	180	3600	3597	0.99842	0	812.56	0	0	73148	0	44.205	0	0	0	0	0	0	0	0
23:49:30	210	0	10	89596	0	31224	0	180	3600	3592	0.99808	0	1026.24	0	0	91944	0	55.643	0	0	0	0	0	0	0	0
00:07:00	215	0	15	89583	0	24701	0	180	3600	3591	0.99844	0	807.76	0	0	72712	0	43.929	0	0	0	0	0	0	0	0
00:24:30	220	0	20	89608	0	28862	0	180	3600	3595	0.99821	0	944.76	0	0	84784	0	51.252	0	0	0	0	0	0	0	0
00:42:00	225	0	25	89585	0	32466	0	180	3600	3592	0.99801	0	1057.76	0	0	94752	0	57.364	0	0	0	0	0	0	0	0
00:59:30	230	0	30	89522	0	36103	0	180	3600	3586	0.99781	0	1171.64	0	0	104740	0	63.495	0	0	0	0	0	0	0	0
01:17:00	235	0	35	89584	0	23339	0	180	3600	3592	0.99851	0	764.72	0	0	68860	0	41.333	0	0	0	0	0	0	0	0
01:34:30	240	0	0	89586	0	30079	0	180	3600	3590	0.99814	0	980.92	0	0	88088	0	53.087	0	0	0	0	0	0	0	0
01:52:00	245	0	5	89570	0	26775	0	180	3600	3588	0.99833	0	878.76	0	0	79024	0	47.711	0	0	0	0	0	0	0	0
02:09:30	250	0	10	89596	0	33385	0	180	3600	3592	0.99796	0	1094.52	0	0	97976	0	59.177	0	0	0	0	0	0	0	0
02:27:00	255	0	15	89583	0	26652	0	180	3600	3594	0.99833	0	867.64	0	0	77996	0	46.938	0	0	0	0	0	0	0	0
02:44:30	260	0	20	89608	0	31148	0	180	3600	3584	0.99809	0	1023.16	0	0	91828	0	55.195	0	0	0	0	0	0	0	0
03:02:04	265	0	25	89585	0	31814	0	180	3600	3593	0.99805	0	1051.12	0	0	94272	0	56.686	0	0	0	0	0	0	0	0
03:19:37	270	0	30	89522	0	34383	0	180	3600	3593	0.99791	0	1121.64	0	0	100328	0	60.338	0	0	0	0	0	0	0	0
03:37:09	275	0	35	89584	0	21766	0	180	3600	3590	0.9986	0	709.4	0	0	63980	0	38.126	0	0	0	0	0	0	0	0
03:54:40	280	0	0	89586	0	28399	0	180	3600	3593	0.99824	0	926.56	0	0	83332	0	49.787	0	0	0	0	0	0	0	0
04:12:10	285	0	5	89570	0	28001	0	180	3600	3593	0.99826	0	912.6	0	0	82128	0	49.134	0	0	0	0	0	0	0	0
04:29:40	290	0	10	89596	0	33880	0	180	3600	3590	0.99793	0	1114.56	0	0	99860	0	59.842	0	0	0	0	0	0	0	0
04:47:14	295	0	15	89583	0	27625	0	180	3600	3593	0.99828	0	896.2	0	0	80544	0	48.041	0	0	0	0	0	0	0	0
05:04:45	300	0	20	89608	0	33799	0	180	3600	3590	0.99794	0	1096.48	0	0	98296	0	58.613	0	0	0	0	0	0	0	0
05:22:17	305	0	25	89585	0	36170	0	180	3600	3584	0.99781	0	1184.04	0	0	106012	0	63.313	0	0	0	0	0	0	0	0
05:39:49	310	0	30	89522	0	37683	0	180	3600	3585	0.99772	0	1242	0	0	111024	0	66.429	0	0	0	0	0	0	0	0
05:57:20	315	0	35	89584	0	24317	0	180	3600	3595	0.99846	0	790.16	0	0	71200	0	42.141	0	0	0	0	0	0	0	0
06:14:50	320	0	0	89586	0	33600	0	180	3600	3585	0.99795	0	1084.8	0	0	97404	0	57.856	0	0	0	0	0	0	0	0
06:32:20	325	0	5	89570	0	29917	0	180	3600	3591	0.99815	0	981.92	0	0	88252	0	52.562	0	0	0	0	0	0	0	0
06:49:50	330	0	10	89596	0	35740	0	180	3600	3587	0.99783	0	1166.88	0	0	104532	0	62.386	0	0	0	0	0	0	0	0
07:07:22	335	0	15	89583	0	27944	0	180	3600	3590	0.99826	0	919.12	0	0	82584	0	49.086	0	0	0	0	0	0	0	0
07:24:54	340	0	20	89608	0	34457	0	180	3600	3587	0.9979	0	1126.84	0	0	101012	0	60.065	0	0	0	0	0	0	0	0
07:42:25	345	0	25	89585	0	35857	0	180	3600	3584	0.99783	0	1179.12	0	0	105572	0	62.881	0	0	0	0	0	0	0	0
07:59:57	350	0	30	89522	0	39768	0	180	3600	3587	0.99761	0	1303.84	0	0	116484	0	69.688	0	0	0	0	0	0	0	0
08:17:30	355	0	35	89584	0	25567	0	180	3600	3589	0.99839	0	830.84	0	0	74832	0	44.221	0	0	0	0	0	0	0	0
08:35:00	360	0	0	89586	0	31934	0	180	3600	3591	0.99804	0	1038	0	0	93264	0	55.312	0	0	0	0	0	0	0	0
08:52:34	365	0	5	89570	0	29369	0	180	3600	3590	0.99818	0	960.16	0	0	86332	0	51.313	0	0	0	0	0	0	0	0
09:10:05	370	0	10	89596	0	33940	0	180	3600	3587	0.99793	0	1106.04	0	0	99156	0	59.058	0	0	0	0	0	0	0	0
09:27:37	375	0	15	89583	0	26301	0	180	3600	3593	0.99835	0	862.12	0	0	77528	0	46.009	0	0	0	0	0	0	0	0
09:45:08	380	0	20	89608	0	32833	0	180	3600	3590	0.99799	0	1069.68	0	0	95956	0	57.084	0	0	0	0	0	0	0	0
10:02:40	385	0	25	89585	0	35943	0	180	3600	3585	0.99782	0	1176.24	0	0	105304	0	62.771	0	0	0	0	0	0	0	0
10:20:10	390	0	30	89522	0	39866	0	180	3600	3589	0.9976	0	1292.96	0	0	115536	0	69.182	0	0	0	0	0	0	0	0
10:37:40	395	0	35	89584	0	25755	0	180	3600	3591	0.99838	0	831.32	0	0	74868	0	44.319	0	0	0	0	0	0	0	0
10:55:10	400	0	0	89586	0	31593	0	180	3600	3591	0.99806	0	1026.8	0	0	92272	0	54.822	0	0	0	0	0	0	0	0
11:12:40	405	0	5	89570	0	29575	0	180	3600	3595	0.99817	0	965.32	0	0	86784	0	51.674	0	0	0	0	0	0	0	0
11:30:10	410	0	10	89596	0	36492	0	180	3600	3588	0.99779	0	1183.12	0	0	105992	0	63.303	0	0	0	0	0	0	0	0
11:47:40	415	0	15	89583	0	28855	0	180	3600	3586	0.99821	0	933.68	0	0	83876	0	49.78	0	0	0	0	0	0	0	0
12:05:13	420	0	20	89608	0	33987	0	180	3600	3588	0.99793	0	1111.6	0	0	99680	0	59.256	0	0	0	0	0	0	0	0
12:22:46	425	0	25	89585	0	35644	0	180	3600	3587	0.99784	0	1162.56	0	0	104100	0	61.904	0	0	0	0	0	0	0	0
12:40:19	430	0	30	89522	0	38635	0	180	3600	3583	0.99767	0	1263	0	0	112908	0	67.471	0	0	0	0	0	0	0	0
12:57:50	435	0	35	89584	0	24975	0	180	3600	3593	0.99842	0	807.92	0	0	72804	0	42.99	0	0	0	0	0	0	0	0
13:15:20	440	0	0	89586	0	32466	0	180	3600	3595	0.99801	0	1049.16	0	0	94280	0	55.904	0	0	0	0	0	0	0	0
13:32:50	445	0	5	89570	0	30178	0	180	3600	3592	0.99814	0	983.04	0	0	88372	0	52.501	0	0	0	0	0	0	0	0
13:50:22	450	0	10	89596	0	36870	0	180	3600	3590	0.99777	0	1198.28	0	0	107344	0	64.021	0	0	0	0	0	0	0	0
14:07:55	455	0	15	89583	0	27788	0	180	3600	3592	0.99827	0	906.84	0	0	81500	0	48.292	0	0	0	0	0	0	0	0
14:25:27	460	0	20	89608	0	35802	0	180	3600	3590	0.99783	0	1148.8	0	0	102984	0	61.215	0	0	0	0	0	0	0	0
14:43:00	465	0	25	89585	0	37376	0	180	3600	3587	0.99774	0	1206.4	0	0	107968	0	64.145	0	0	0	0	0	0	0	0
15:00:30	470	0	30	89522	0	40070	0	180	3600	3591	0.99759	0	1309.56	0	0	117036	0	69.968	0	0	0	0	0	0	0	0
15:18:00	475	0	35	89584	0	25356	0	180	3600	3589	0.9984	0	823.88	0	0	74232	0	43.834	0	0	0	0	0	0	0	0
15:35:30	480	0	0	89586	0	33952	0	180	3600	3595	0.99793	0	1106.6	0	0	99372	0	58.945	0	0	0	0	0	0	0	0
15:53:00	485	0	5	89570	0	30220	0	180	3600	3594	0.99813	0	985.88	0	0	88624	0	52.636	0	0	0	0	0	0	0	0
16:10:30	490	0	10	89596	0	35866	0	180	3600	3582	0.99782	0	1162.68	0	0	104212	0	62.165	0	0	0	0	0	0	0	0
16:28:00	495	0	15	89583	0	27902	0	180	3600	3591	0.99826	0	908.92	0	0	81676	0	48.425	0	0	0	0	0	0	0	0
16:45:30	500	0	20	89608	0	34883	0	180	3600	3593	0.99788	0	1123.12	0	0	100724	0	59.903	0	0	0	0	0	0	0	0
17:03:03	505	0	25	89585	0	35882	0	180	3600	3589	0.99782	0	1177.24	0	0	105384	0	62.643	0	0	0	0	0	0	0	0
17:20:36	510	0	30	89522	0	39094	0	180	3600	3584	0.99765	0	1272.8	0	0	113772	0	68.024	0	0	0	0	0	0	0	0
17:38:07	515	0	35	89584	0	25322	0	180	3600	3596	0.99841	0	827.2	0	0	74528	0	44.047	0	0	0	0	0	0	0	0
17:55:39	520	0	0	89586	0	33822	0	180	3600	3591	0.99794	0	1092.44	0	0	98128	0	58.255	0	0	0	0	0	0	0	0
18:13:09	525	0	5	89570	0	31532	0	180	3600	3588	0.99806	0	1026.24	0	0	92192	0	54.833	0	0	0	0	0	0	0	0
18:30:40	530	0	10	89596	0	36314	0	180	3600	3589	0.9978	0	1177.36	0	0	105508	0	63.027	0	0	0	0	0	0	0	0
18:48:10	535	0	15	89583	0	27803	0	180	3600	3594	0.99827	0	906.84	0	0	81584	0	49.139	0	0	0	0	0	0	0	0
19:05:40	540	0	20	89608	0	34736	0	180	3600	3586	0.99789	0	1125.6	0	0	100960	0	60.066	0	0	0	0	0	0	0	0
19:23:10	545	0	25	89585	0	37363	0	180	3600	3587	0.99774	0	1217.76	0	0	108944	0	64.798	0	0	0	0	0	0	0	0
19:40:40	550	0	30	89522	0	39412	0	180	3600	3588	0.99763	0	1291.04	0	0	115380	0	69.07	0	0	0	0	0	0	0	0
19:58:13	555	0	35	89584	0	24320	0	180	3600	3598	0.99846	0	794.84	0	0	71636	0	42.37	0	0	0	0	0	0	0	0
20:15:45	560	0	0	89586	0	32698	0	180	3600	3587	0.998	0	1063.4	0	0	95560	0	56.809	0	0	0	0	0	0	0	0
20:33:17	565	0	5	89570	0	29189	0	180	3600	3589	0.99819	0	945.56	0	0	85040	0	50.593	0	0	0	0	0	0	0	0
20:50:50	570	0	10	89596	0	34355	0	180	3600	3589	0.99791	0	1128.28	0	0	101172	0	60.517	0	0	0	0	0	0	0	0
21:08:20	575	0	15	89583	0	28020	0	180	3600	3588	0.99826	0	915.48	0	0	82244	0	48.853	0	0	0	0	0	0	0	0
21:25:53	580	0	20	89608	0	34311	0	180	3600	3583	0.99791	0	1111.08	0	0	99668	0	59.458	0	0	0	0	0	0	0	0
21:43:25	585	0	25	89585	0	35256	0	180	3600	3588	0.99786	0	1145.76	0	0	102584	0	61.093	0	0	0	0	0	0	0	0
22:00:57	590	0	30	89522	0	37409	0	180	3600	3592	0.99774	0	1209	0	0	108116	0	64.767	0	0	0	0	0	0	0	0
22:18:29	595	0	35	89584	0	23810	0	180	3600	3593	0.99849	0	769.64	0	0	69388	0	41.122	0	0	0	0	0	0	0	0
22:36:00	600	0	0	89586	0	29909	0	180	3600	3592	0.99815	0	966.44	0	0	86996	0	51.821	0	0	0	0	0	0	0	0
22:53:30	605	0	5	89570	0	28263	0	180	3600	3592	0.99824	0	927.32	0	0	83420	0	49.719	0	0	0	0	0	0	0	0
23:11:03	610	0	10	89596	0	33193	0	180	3600	3592	0.99797	0	1077.2	0	0	96656	0	57.897	0	0	0	0	0	0	0	0
23:28:35	615	0	15	89583	0	26842	0	180	3600	3591	0.99832	0	869.24	0	0	78144	0	46.492	0	0	0	0	0	0	0	0
23:46:09	620	0	20	89608	0	30619	0	180	3600	3589	0.99811	0	995.08	0	0	89404	0	53.414	0	0	0	0	0	0	0	0
00:03:40	625	0	25	89585	0	33375	0	180	3600	3591	0.99796	0	1095.16	0	0	98128	0	58.459	0	0	0	0	0	0	0	0
00:21:10	630	0	30	89522	0	37485	0	180	3600	3588	0.99773	0	1214.64	0	0	108600	0	65.159	0	0	0	0	0	0	0	0
00:38:41	635	0	35	89584	0	22956	0	180	3600	3592	0.99854	0	747.04	0	0	67376	0	39.988	0	0	0	0	0	0	0	0
00:56:14	640	0	0	89586	0	26637	0	180	3600	3590	0.99833	0	871.52	0	0	78596	0	46.907	0	0	0	0	0	0	0	0
01:13:45	645	0	5	89570	0	27801	0	180	3600	3591	0.99827	0	893.08	0	0	80396	0	47.931	0	0	0	0	0	0	0	0
01:31:18	650	0	10	89596	0	32468	0	180	3600	3586	0.99801	0	1048.96	0	0	94168	0	56.441	0	0	0	0	0	0	0	0
01:48:50	655	0	15	89583	0	26407	0	180	3600	3593	0.99835	0	860.04	0	0	77340	0	46.024	0	0	0	0	0	0	0	0
02:06:22	660	0	20	89608	0	30285	0	180	3600	3586	0.99813	0	992.4	0	0	89180	0	53.313	0	0	0	0	0	0	0	0
02:23:55	665	0	25	89585	0	32265	0	180	3600	3590	0.99802	0	1048.92	0	0	94088	0	56.078	0	0	0	0	0	0	0	0
02:41:28	670	0	30	89522	0	36527	0	180	3600	3592	0.99779	0	1193.8	0	0	106768	0	64.046	0	0	0	0	0	0	0	0
02:59:00	675	0	35	89584	0	23915	0	180	3600	3591	0.99848	0	770.44	0	0	69476	0	41.215	0	0	0	0	0	0	0	0
03:16:31	680	0	0	89586	0	26377	0	180	3600	3595	0.99835	0	859.2	0	0	77556	0	46.293	0	0	0	0	0	0	0	0
03:34:05	685	0	5	89570	0	26030	0	180	3600	3590	0.99837	0	850.08	0	0	76604	0	45.696	0	0	0	0	0	0	0	0
03:51:40	690	0	10	89596	0	33445	0	180	3600	3589	0.99796	0	1080	0	0	96932	0	58.134	0	0	0	0	0	0	0	0
04:09:10	695	0	15	89583	0	26292	0	180	3600	3590	0.99835	0	857.08	0	0	77088	0	45.874	0	0	0	0	0	0	0	0
04:26:40	700	0	20	89608	0	31582	0	180	3600	3586	0.99806	0	1029.08	0	0	92444	0	55.278	0	0	0	0	0	0	0	0
04:44:10	705	0	25	89585	0	31593	0	180	3600	3588	0.99806	0	1032.24	0	0	92672	0	55.225	0	0	0	0	0	0	0	0
05:01:40	710	0	30	89522	0	36730	0	180	3600	3587	0.99778	0	1200.84	0	0	107396	0	64.436	0	0	0	0	0	0	0	0
05:19:10	715	0	35	89584	0	23731	0	180	3600	3596	0.99849	0	766.4	0	0	69120	0	41.027	0	0	0	0	0	0	0	0
05:36:43	720	0	0	89586	0	26718	0	180	3600	3596	0.99833	0	863.6	0	0	78008	0	46.571	0	0	0	0	0	0	0	0
05:54:15	725	0	5	89570	0	25262	0	180	3600	3588	0.99841	0	824.64	0	0	74388	0	44.423	0	0	0	0	0	0	0	0
06:11:47	730	0	10	89596	0	32036	0	180	3600	3586	0.99804	0	1034.2	0	0	92880	0	55.726	0	0	0	0	0	0	0	0
06:29:20	735	0	15	89583	0	26239	0	180	3600	3595	0.99836	0	849.56	0	0	76424	0	45.491	0	0	0	0	0	0	0	0
06:46:50	740	0	20	89608	0	30747	0	180	3600	3591	0.99811	0	998.56	0	0	89744	0	53.726	0	0	0	0	0	0	0	0
07:04:20	745	0	25	89585	0	30345	0	180	3600	3595	0.99813	0	986.08	0	0	88628	0	52.889	0	0	0	0	0	0	0	0
07:21:52	750	0	30	89522	0	36493	0	180	3600	3593	0.99779	0	1194.36	0	0	106828	0	64.131	0	0	0	0	0	0	0	0
07:39:25	755	0	35	89584	0	23211	0	180	3600	3594	0.99852	0	754.44	0	0	68052	0	40.44	0	0	0	0	0	0	0	0
07:56:58	760	0	0	89586	0	24607	0	180	3600	3594	0.99844	0	811.68	0	0	73416	0	43.852	0	0	0	0	0	0	0	0
08:14:30	765	0	5	89570	0	25211	0	180	3600	3589	0.99841	0	828.16	0	0	74748	0	44.708	0	0	0	0	0	0	0	0
08:32:00	770	0	10	89596	0	32639	0	180	3600	3592	0.998	0	1061.64	0	0	95324	0	57.224	0	0	0	0	0	0	0	0
08:49:33	775	0	15	89583	0	26094	0	180	3600	3590	0.99836	0	854.6	0	0	76908	0	45.836	0	0	0	0	0	0	0	0
09:07:08	780	0	20	89608	0	33676	0	180	3600	3582	0.99794	0	1093.84	0	0	98204	0	58.782	0	0	0	0	0	0	0	0
09:24:40	785	0	25	89585	0	28708	0	180	3600	3593	0.99822	0	932.36	0	0	83908	0	50.111	0	0	0	0	0	0	0	0
09:42:12	790	0	30	89522	0	36300	0	180	3600	3592	0.9978	0	1189.28	0	0	106372	0	63.871	0	0	0	0	0	0	0	0
09:59:45	795	0	35	89584	0	24854	0	180	3600	3596	0.99843	0	797.28	0	0	71876	0	42.738	0	0	0	0	0	0	0	0
10:17:16	800	0	0	89586	0	25524	0	180	3600	3593	0.99839	0	831.92	0	0	75352	0	44.919	0	0	0	0	0	0	0	0
10:34:48	805	0	5	89570	0	25559	0	180	3600	3595	0.99839	0	835.16	0	0	75552	0	45.233	0	0	0	0	0	0	0	0
10:52:18	810	0	10	89596	0	36357	0	180	3600	3590	0.9978	0	1174.68	0	0	105340	0	63.396	0	0	0	0	0	0	0	0
11:09:50	815	0	15	89583	0	27127	0	180	3600	3594	0.99831	0	885.52	0	0	79740	0	47.69	0	0	0	0	0	0	0	0
11:27:20	820	0	20	89608	0	36371	0	180	3600	3591	0.9978	0	1186.28	0	0	106432	0	63.926	0	0	0	0	0	0	0	0
11:44:50	825	0	25	89585	0	28154	0	180	3600	3592	0.99824	0	923.32	0	0	83376	0	49.864	0	0	0	0	0	0	0	0
12:02:20	830	0	30	89522	0	41110	0	180	3600	3587	0.99754	0	1342.08	0	0	119848	0	72.212	0	0	0	0	0	0	0	0
12:19:50	835	0	35	89584	0	27078	0	180	3600	3592	0.99831	0	873.52	0	0	78648	0	46.801	0	0	0	0	0	0	0	0
12:37:20	840	0	0	89586	0	22578	0	180	3600	3591	0.99855	0	737.52	0	0	66928	0	39.839	0	0	0	0	0	0	0	0
12:54:51	845	0	5	89570	0	21911	0	180	3600	3586	0.99859	0	704.32	0	0	63904	0	38.21	0	0	0	0	0	0	0	0
13:12:23	850	0	10	89596	0	37273	0	180	3600	3589	0.99775	0	1216.8	0	0	109080	0	65.755	0	0	0	0	0	0	0	0
13:29:54	855	0	15	89583	0	24268	0	180	3600	3593	0.99846	0	797.48	0	0	72128	0	43.118	0	0	0	0	0	0	0	0
13:47:25	860	0	20	89608	0	35804	0	180	3600	3591	0.99783	0	1172.48	0	0	105404	0	63.336	0	0	0	0	0	0	0	0
14:04:55	865	0	25	89585	0	25491	0	180	3600	3590	0.99839	0	833.36	0	0	75512	0	45.139	0	0	0	0	0	0	0	0
14:22:27	870	0	30	89522	0	42130	0	180	3600	3590	0.99748	0	1366.8	0	0	122032	0	73.547	0	0	0	0	0	0	0	0
14:40:00	875	0	35	89584	0	25919	0	180	3600	3594	0.99837	0	835.12	0	0	75252	0	44.749	0	0	0	0	0	0	0	0
14:57:30	880	0	0	89586	0	20435	0	180	3600	3594	0.99867	0	674.32	0	0	61280	0	36.488	0	0	0	0	0	0	0	0
15:15:00	885	0	5	89570	0	19576	0	180	3600	3596	0.99872	0	636.32	0	0	57840	0	34.542	0	0	0	0	0	0	0	0
15:32:31	890	0	10	89596	0	36553	0	180	3600	3589	0.99779	0	1191.88	0	0	106884	0	64.611	0	0	0	0	0	0	0	0
15:50:05	895	0	15	89583	0	21745	0	180	3600	3595	0.9986	0	704.88	0	0	63912	0	38.282	0	0	0	0	0	0	0	0
16:07:37	900	0	20	89608	0	32452	0	180	3600	3595	0.99801	0	1056.08	0	0	95248	0	57.256	0	0	0	0	0	0	0	0
16:25:08	905	0	25	89585	0	23285	0	180	3600	3589	0.99851	0	758.16	0	0	68764	0	41.199	0	0	0	0	0	0	0	0
16:42:40	910	0	30	89522	0	42139	0	180	3600	3586	0.99748	0	1376.2	0	0	122836	0	74.313	0	0	0	0	0	0	0	0
17:00:10	915	0	35	89584	0	25997	0	180	3600	3597	0.99837	0	842.12	0	0	75936	0	45.262	0	0	0	0	0	0	0	0
17:17:40	920	0	0	89586	0	18748	0	180	3600	3593	0.99876	0	615.84	0	0	56020	0	33.371	0	0	0	0	0	0	0	0
17:35:13	925	0	5	89570	0	18141	0	180	3600	3592	0.99879	0	589.04	0	0	53620	0	31.965	0	0	0	0	0	0	0	0
17:52:46	930	0	10	89596	0	36939	0	180	3600	3592	0.99776	0	1190.44	0	0	106876	0	64.777	0	0	0	0	0	0	0	0
18:10:18	935	0	15	89583	0	20206	0	180	3600	3592	0.99868	0	663	0	0	60248	0	36.124	0	0	0	0	0	0	0	0
18:27:50	940	0	20	89608	0	29341	0	180	3600	3595	0.99818	0	967.96	0	0	87588	0	52.574	0	0	0	0	0	0	0	0
18:45:20	945	0	25	89585	0	21634	0	180	3600	3593	0.9986	0	703.64	0	0	63896	0	38.308	0	0	0	0	0	0	0	0
19:02:50	950	0	30	89522	0	42103	0	180	3600	3587	0.99748	0	1361.68	0	0	121564	0	73.545	0	0	0	0	0	0	0	0
